id,exact_match,norm_levenshtein,token_f1,rouge_l_f1,answer_accuracy,bleu,rouge1_f1,rouge2_f1,rougeL_f1,bert_precision,bert_recall,bert_f1,cosine_similarity
1,0.0,0.6979260595130748,0.7552447552447552,0.2921129503407984,0.0,0.6413502109704642,0.8095238095238095,0.6304347826086958,0.6839826839826841,0.8297193050384521,0.8120315074920654,0.8207800984382629,0.9527188539505005
2,0.0,0.5599489795918368,0.6229508196721312,0.05631768953068592,0.0,0.53125,0.760655737704918,0.5742574257425742,0.6360655737704918,0.7825162410736084,0.8100329637527466,0.7960368394851685,0.9293221235275269
3,0.0,0.7036316472114137,0.8236808236808237,0.5495969155275149,0.0,0.7209302325581395,0.8383045525902668,0.752755905511811,0.7660910518053375,0.8617982864379883,0.8816519379615784,0.8716121315956116,0.9441920518875122
4,0.0,0.3460381143430291,0.4648318042813456,0.1977878985035784,1.0,0.31363636363636366,0.6682242990654206,0.44131455399061037,0.44859813084112155,0.73787522315979,0.7850538492202759,0.7607337832450867,0.6759170293807983
5,0.0,0.6753022452504318,0.7572016460905349,0.7023705004389815,0.0,0.6612903225806451,0.7722007722007722,0.6459143968871595,0.7181467181467182,0.8887239694595337,0.9037376046180725,0.8961678743362427,0.983889102935791
6,0.0,0.46944198405668736,0.4735516372795969,0.14773363178511473,0.0,0.3153846153846154,0.6931216931216931,0.5319148936170213,0.5873015873015873,0.8435173630714417,0.860664963722229,0.8520048260688782,0.8191772103309631
7,0.0,0.12445887445887449,0.21962616822429906,0.044283260164153466,0.0,0.12376681614349778,0.20628415300546452,0.18604651162790697,0.18989071038251368,0.7311371564865112,0.8071303367614746,0.7672566771507263,0.8150992393493652
8,0.0,0.6353658536585366,0.7710843373493976,0.6476821192052981,0.0,0.6844444444444444,0.8162162162162163,0.6739130434782609,0.6864864864864865,0.8825075626373291,0.8896045684814453,0.8860418796539307,0.9805092811584473
9,0.0,0.6614785992217899,0.7251908396946565,0.3420074349442379,0.0,0.5612903225806452,0.730263157894737,0.5033112582781456,0.6710526315789473,0.8625470399856567,0.8957311511039734,0.8788259625434875,0.9509451389312744
10,0.0,0.4122448979591836,0.6693227091633466,0.31166912850812406,1.0,0.5654040034125744,0.7278481012658228,0.5286624203821656,0.5443037974683544,0.8662410378456116,0.8617755174636841,0.8640024662017822,0.9483973979949951
11,0.0,0.5672020287404903,0.7424242424242424,0.018461538461538463,0.0,0.5487804878048781,0.706401766004415,0.5454545454545454,0.6181015452538632,0.7664361596107483,0.8137271404266357,0.789374053478241,0.7190896272659302
12,0.0,0.4728888888888889,0.6270270270270271,0.1922446750409612,1.0,0.4669603524229075,0.7095343680709535,0.512249443207127,0.5277161862527716,0.7583698630332947,0.8071489930152893,0.7819994688034058,0.8613905310630798
13,0.0,0.5570388349514563,0.6318840579710145,0.10136452241715399,0.0,0.495,0.7653631284916201,0.6292134831460674,0.6312849162011173,0.8182493448257446,0.8225404024124146,0.8203892707824707,0.9041198492050171
14,0.0,0.5231455660903513,0.6721044045676997,0.4527260179434092,0.0,0.4825,0.6998394863563403,0.5893719806763285,0.5874799357945425,0.7907544374465942,0.8538867235183716,0.821108877658844,0.7037067413330078
15,0.0,0.5,0.5238095238095238,0.1464088397790055,0.0,0.395806521811054,0.6520547945205479,0.49586776859504134,0.536986301369863,0.766387939453125,0.7640730738639832,0.7652287483215332,0.7978903651237488
16,0.0,0.27023050514958313,0.3648,0.1194239550403934,0.0,0.2258064516129032,0.5209302325581395,0.34836702954898907,0.34418604651162793,0.7592595815658569,0.7720912098884583,0.7656216025352478,0.6828784346580505
17,0.0,0.5979020979020979,0.6107784431137725,0.10333551340745585,1.0,0.5481010549097339,0.7374631268436578,0.5816023738872403,0.5958702064896756,0.8302946090698242,0.7988713979721069,0.8142799735069275,0.8331781625747681
18,0.0,0.43026204564666104,0.5831202046035806,0.10650887573964497,1.0,0.4719626168224299,0.7256235827664399,0.4783599088838269,0.4852607709750567,0.7861052751541138,0.8115288019180298,0.7986147403717041,0.7767050266265869
19,0.0,0.5246113989637305,0.6614173228346457,0.04539007092198582,1.0,0.4858490566037736,0.7308781869688386,0.5242165242165242,0.5949008498583569,0.7704511880874634,0.7969490885734558,0.7834762334823608,0.8813947439193726
20,0.0,0.502788844621514,0.6375711574952562,0.13545491636066911,1.0,0.5567765567765568,0.7749077490774908,0.5074074074074073,0.4723247232472325,0.7838313579559326,0.8290442228317261,0.8058040738105774,0.9054144024848938
21,0.0,0.3870752831445703,0.5240641711229946,0.19055244195356286,1.0,0.36752136752136755,0.641025641025641,0.4375,0.4432234432234432,0.7562602162361145,0.7599355578422546,0.7580934762954712,0.676335871219635
22,0.0,0.43572621035058434,0.6167023554603854,0.08490110950313555,0.0,0.46366782006920415,0.7182320441988951,0.5360443622920517,0.47513812154696133,0.8061642646789551,0.8582095503807068,0.8313731551170349,0.7706997394561768
23,0.0,0.29767655854612374,0.40478087649402394,0.07549690997160514,0.0,0.25563063063063063,0.5214814814814815,0.3664688427299703,0.38814814814814813,0.7645933628082275,0.7814823389053345,0.7729456424713135,0.6912988424301147
24,0.0,0.5491990846681922,0.7056962025316456,0.3384887317719841,0.0,0.5636856368563685,0.7658730158730158,0.6414342629482072,0.626984126984127,0.8253503441810608,0.8211386799812317,0.8232391476631165,0.9709373712539673
25,0.0,0.41916747337850924,0.4968553459119496,0.052733118971061095,0.0,0.30976392718393664,0.5201238390092878,0.2866043613707165,0.35913312693498456,0.8391501903533936,0.8077952861785889,0.8231742978096008,0.8895131945610046
26,0.0,0.6681776971894833,0.7743467933491687,0.048625792811839326,0.0,0.5930232558139535,0.7538461538461539,0.6855670103092784,0.7025641025641025,0.7953429222106934,0.8441043496131897,0.8189985752105713,0.5579717755317688
27,0.0,0.4395782643957826,0.5032537960954446,0.05950266429840142,0.0,0.4199134199134199,0.6478873239436619,0.32323232323232326,0.3983903420523139,0.775367259979248,0.7545819282531738,0.764833390712738,0.955668568611145
28,0.0,0.2119503945885005,0.4246913580246914,0.026497695852534562,0.0,0.33944954128440374,0.49206349206349215,0.25,0.2380952380952381,0.8211290240287781,0.8132860660552979,0.8171886801719666,0.751654326915741
29,0.0,0.24576802507836992,0.28028503562945367,0.09732016925246827,0.0,0.14285714285714285,0.47813953488372096,0.34296365330848094,0.3423255813953488,0.8603792190551758,0.8480855226516724,0.8541881442070007,0.9459255933761597
30,0.0,0.5598018400566172,0.6976744186046511,0.2517144009681323,0.0,0.5617609472882609,0.7665615141955836,0.6297468354430379,0.6435331230283912,0.8055394887924194,0.8343472480773926,0.8196903467178345,0.8761869072914124
31,0.0,0.4492753623188406,0.6386861313868614,0.19737856592135697,1.0,0.46060606060606063,0.7203389830508474,0.5637393767705381,0.5451977401129944,0.7799028158187866,0.8136777877807617,0.796432375907898,0.9148052334785461
32,0.0,0.46017116524028967,0.6387283236994219,0.05826656955571741,0.0,0.5421115707725418,0.7533632286995516,0.512743628185907,0.5381165919282512,0.840218186378479,0.7882810235023499,0.813421368598938,0.9088237285614014
33,0.0,0.4832317073170732,0.5202558635394458,0.21847930702598653,1.0,0.3396825396825397,0.6941431670281997,0.4967320261437908,0.5856832971800433,0.836400032043457,0.8400397300720215,0.8382158875465393,0.9509454369544983
34,0.0,0.21513353115727007,0.26732673267326734,0.0376249265138154,0.0,0.03133753572661385,0.3050847457627119,0.20437956204379562,0.26150121065375304,0.79987633228302,0.8123927712440491,0.8060859441757202,0.9213283061981201
35,0.0,0.44545454545454544,0.5159914712153518,0.27849308536003814,1.0,0.309375,0.7387033398821219,0.4891518737672583,0.5029469548133596,0.8203969597816467,0.8491570353507996,0.8345292806625366,0.895880937576294
36,0.0,0.34659090909090906,0.4340659340659341,0.0822065981611682,0.0,0.2551440329218107,0.6052910052910053,0.3753976670201485,0.38518518518518513,0.7609488368034363,0.7426364421844482,0.7516811490058899,0.8000712990760803
37,0.0,0.4759206798866855,0.610236220472441,0.04455245038477116,1.0,0.43986254295532645,0.7694974003466205,0.5043478260869565,0.5372616984402079,0.7852758765220642,0.7895480394363403,0.7874062061309814,0.7375355362892151
38,0.0,0.37622377622377623,0.4953560371517028,0.09394409937888198,0.0,0.3923076923076923,0.7041095890410959,0.4587912087912088,0.452054794520548,0.756568431854248,0.7874053716659546,0.7716789841651917,0.7764205932617188
39,0.0,0.42225293711126466,0.5314401622718053,0.13043478260869565,0.0,0.36949094590491127,0.5841924398625429,0.4137931034482759,0.46735395189003437,0.7881410121917725,0.7949336767196655,0.7915228009223938,0.97160804271698
40,0.0,0.41986687147977475,0.5847457627118645,0.2464,1.0,0.4346846846846847,0.7032967032967034,0.4993880048959608,0.507936507936508,0.810935378074646,0.8267043828964233,0.8187439441680908,0.7404439449310303
41,0.0,0.4150627615062762,0.5127118644067797,0.028795811518324606,0.0,0.41472868217054265,0.8492201039861352,0.64,0.5823223570190641,0.890986442565918,0.8539569973945618,0.8720788359642029,0.9027208089828491
42,0.0,0.3452699091394976,0.5727136431784108,0.032699366032699365,0.0,0.4704837777131875,0.6261808367071525,0.39242219215155616,0.377867746288799,0.7488152980804443,0.7889300584793091,0.7683494687080383,0.6781237125396729
43,0.0,0.1726235741444867,0.2882181110029211,0.039123963427599405,0.0,0.17224287484510536,0.32039636663914123,0.2547559966914806,0.2857142857142857,0.7521642446517944,0.798486590385437,0.7746335864067078,0.5312513113021851
44,0.0,0.2207327971403038,0.15835777126099707,0.03949367088607595,0.0,0.09045226130653267,0.3260437375745527,0.05189620758483034,0.18290258449304175,0.6658362150192261,0.6793791055679321,0.672539472579956,0.6480480432510376
45,0.0,0.2830957230142567,0.5158371040723981,0.35655737704918034,0.0,0.44595608274309073,0.7551020408163264,0.5273972602739726,0.5578231292517007,0.7789576053619385,0.8000295162200928,0.7893529534339905,0.8721636533737183
46,0.0,0.28051001821493626,0.41666666666666663,0.189937106918239,0.0,0.275,0.6625,0.4225941422594142,0.4041666666666666,0.6688100099563599,0.7440912127494812,0.7044451236724854,0.6720566749572754
47,0.0,0.3033240997229917,0.5173745173745175,0.37589928057553956,0.0,0.34857142857142864,0.670487106017192,0.49567723342939485,0.515759312320917,0.7396771907806396,0.8144906759262085,0.7752832174301147,0.8257811069488525
48,0.0,0.46645021645021645,0.602076124567474,0.22237762237762237,1.0,0.42021276595744683,0.6920821114369501,0.5191740412979351,0.5747800586510263,0.7760885953903198,0.8038184642791748,0.7897102236747742,0.879732608795166
49,0.0,0.3831325301204819,0.4383561643835616,0.31932773109243695,0.0,0.325,0.6859903381642511,0.39999999999999997,0.4444444444444445,0.761017918586731,0.7863013744354248,0.7734531164169312,0.852128803730011
50,0.0,0.4755244755244755,0.5891472868217054,0.17229129662522202,0.0,0.5246353102820198,0.653386454183267,0.570281124497992,0.6454183266932271,0.8508739471435547,0.8196528553962708,0.8349716663360596,0.8401886224746704
51,0.0,0.3727034120734908,0.512,0.5343228200371057,1.0,0.21470727336435766,0.5590062111801242,0.46540880503144655,0.546583850931677,0.8791396617889404,0.8099415302276611,0.843123197555542,0.8098922371864319
52,0.0,0.3653136531365314,0.4385026737967914,0.1136890951276102,0.0,0.3057434623064717,0.6638655462184874,0.41525423728813565,0.47899159663865554,0.8323324918746948,0.8101809024810791,0.8211073279380798,0.9084746837615967
53,0.0,0.28600000000000003,0.3466666666666667,0.20920502092050208,0.0,0.3089430894308943,0.49624060150375954,0.25757575757575757,0.37593984962406013,0.7912560701370239,0.7961437702178955,0.7936923503875732,0.8176940679550171
54,0.0,0.4505494505494505,0.6341463414634146,0.5905292479108635,0.0,0.4444444444444444,0.7157894736842105,0.5376344086021505,0.6105263157894737,0.7768120765686035,0.8069719076156616,0.7916048169136047,0.9332456588745117
55,0.0,0.5454545454545454,0.6796116504854369,0.1445221445221445,1.0,0.616050476931393,0.7884615384615383,0.5922330097087378,0.6634615384615384,0.865625262260437,0.8475573658943176,0.8564960360527039,0.9478000402450562
56,0.0,0.44817927170868344,0.5244755244755245,0.3427647534357316,0.0,0.3953488372093023,0.6486486486486486,0.48299319727891155,0.5540540540540542,0.816012442111969,0.8301492929458618,0.8230201601982117,0.8901234269142151
57,0.0,0.34521880064829824,0.4326923076923077,0.09558823529411764,0.0,0.3130434782608696,0.5819672131147541,0.38842975206611574,0.4918032786885245,0.7876913547515869,0.7828471660614014,0.7852618098258972,0.8714944124221802
58,0.0,0.10256410256410253,0.24806201550387594,0.15711947626841244,0.0,0.012687071315120734,0.13836477987421383,0.025477707006369428,0.11320754716981132,0.8198708295822144,0.6387008428573608,0.7180342078208923,0.8573539853096008
59,0.0,0.2771338250790305,0.5187319884726225,0.07376478775226165,0.0,0.36123348017621143,0.6312997347480107,0.3733333333333333,0.36604774535809015,0.7284934520721436,0.7692471742630005,0.7483158707618713,0.7677195072174072
60,0.0,0.35050597976080955,0.42079207920792083,0.1373885684320923,0.0,0.2786885245901639,0.7411545623836125,0.4261682242990654,0.42830540037243947,0.8190334439277649,0.8272660970687866,0.8231291770935059,0.7551860809326172
61,0.0,0.4990859232175503,0.6592178770949721,0.44955044955044954,0.0,0.52,0.792,0.620967741935484,0.5599999999999999,0.8367807865142822,0.8565517663955688,0.8465508222579956,0.9038302898406982
62,0.0,0.33575677461996034,0.4578696343402226,0.08075601374570447,1.0,0.29672897196261677,0.6809269162210339,0.43291592128801437,0.42424242424242425,0.811564564704895,0.8366159200668335,0.8238998651504517,0.8206482529640198
